stid,dsid,lat,long,name,area,source,edited,notes,avg_int,max_int,controls
10181,15338,39.7785,-79.2125,Mount Davis Marsh,112.261316,Geographic matching,2,NA,NA,NA,NA
10182,15339,42.328,-73.49549999999999,State Line Swamp,85,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Stingelin, 1965",NA,NA,NA
10184,15344,45.886765,-122.51919000000001,Fargher Pond,13.6,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed Site with Google Earth, Changed area",5535.285714285715,18097,8
10186,15350,42.028785,-74.60420500000001,Balsam Lake,24,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",-96.85714285714286,4200,8
10187,15351,42.3485,-73.9735,Gayhead Vly,248,data/by_hand/claire_data/dataset_1.5.shp,2,"Bog, confirmed with Ibe 1982",NA,NA,NA
10188,15352,42.2405,-73.975,Heart's Content Bog,310,data/by_hand/claire_data/dataset_1.5.shp,2,"Bog, confirmed with Ibe, 1982",NA,NA,NA
10189,15353,41.93542,-74.75772,Maple Lake,257,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Ibe 1982",-999,-999,1
10190,15354,42.19727,-74.045885,South Lake,154,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",-999,-999,1
10191,15356,35.832,-105.722,Stewart Bog,73,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with pub (Jimenez-Moreno et al, 2008)",1014.0833333333334,2945,13
10193,15363,30.145,-95.5745,Aronow Bog,135,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Beck et al. 2001",NA,NA,NA
10195,15368,40.49996,-114.031395,Blue Lake Wetlands,2296.2,Geographic matching,2,NA,1312.5,7030,13
10197,15371,26.102,-80.7375,Ridge and Slough (02-05-20-13),136555.123891,Geographic matching,2,NA,860.6666666666666,1352,4
10200,15377,26.1025,-80.73599999999999,Ridge and Slough (02-05-20-14),136555.123891,Geographic matching,2,NA,1346,2000,3
10201,15379,25.8285,-80.768,Ridge and Slough (02-05-21-2),136555.123891,Geographic matching,2,NA,894,1450,4
10202,15381,25.829,-80.7675,Ridge and Slough (02-05-21-4),136555.123891,Geographic matching,2,NA,950.6666666666666,1420,4
10203,15383,25.829,-80.7675,Ridge and Slough (02-05-21-5),136555.123891,Geographic matching,2,NA,1130.6666666666667,1520,4
10204,15385,41.015,-121.573,Flycatcher Basin,1.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site with publication, changed area",1492.4,3840,6
10208,15396,33.291,-117.4605,Las Flores Arroyo,22,data/by_hand/claire_data/dataset_1.5.shp,1,"Fluvial, confirmed with Madrono, 1998",1424.6666666666667,1844,4
10211,15403,47.68380500000001,-95.398395,Deep Lake,18,Geographic matching,2,NA,0,2610,8
10212,15406,63.56466,-143.91772,Jan Lake,15.2,Neotoma,2,NA,567,16960,23
10213,15408,37.423500000000004,-119.57849999999999,Nichols Meadow,2.5,Geographic matching,2,NA,5799.5,6149,3
10213,15410,37.423500000000004,-119.57849999999999,Nichols Meadow,2.5,Geographic matching,2,NA,8764.5,12389,3
10214,15413,60.622879999999995,-150.75903,Paradox Lake,58,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site, changed area",918.1666666666666,3276,13
10219,15421,47.004035,-94.688245,Shingobee Lake,67.9,Geographic matching,2,NA,NA,NA,NA
10226,15460,46.089,-91.939,Adventure Lake,5.6,Neotoma,2,NA,154,154,2
10229,15463,45.927499999999995,-92.256,Benach Lake,6.1,Geographic matching,2,NA,-999,-999,2
10231,15468,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 5),NA,NA,NA,NA,NA,NA,NA
10231,15467,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 5),NA,NA,NA,NA,NA,NA,NA
10231,15466,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 5),NA,NA,NA,NA,NA,NA,NA
10232,15475,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15473,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15474,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15470,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15476,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15472,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15469,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10232,15471,31.735,-75.53,Ocean Drilling Program Site 1059 MIS 5 (Core 4),NA,NA,NA,NA,NA,NA,NA
10233,15477,46.405,-91.525,BlueJ Lake,294,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",-999,-999,2
10234,15478,45.959334999999996,-92.10745,Brozie Lake,258,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",-999,-999,2
10235,15479,46.50045,-91.4105,Camp Two Lake,9.5,Geographic matching,2,NA,-999,-999,2
10239,15487,43.35538,-85.35679999999999,Cowden Lake,45,Geographic matching,2,NA,1196,1723,4
10240,15489,46.013000000000005,-92.125,Ferry Lake,6.4,Geographic matching,2,NA,662.3333333333334,948,5
10241,15490,44.787,-95.4665,Granite Falls Bison Kill Site,NA,NA,NA,NA,NA,NA,NA
10242,15492,44.022755000000004,-85.28332499999999,Hicks Lake,64.60000000000001,Geographic matching,2,NA,1280,1857,4
10243,15494,32.967,-116.583,Hual Cu Cuish Meadow,87,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,Confirmed site with Google Earth,1335.7142857142858,8345,8
10248,15506,34.233935,-117.05141499999999,Little Green Valley Meadow,63,data/by_hand/claire_data/dataset_1.5.shp,2,"Terrestrial, confirmed with Google Earth",602.5,1610,5
10249,15507,20.560074999999998,-156.56882000000002,Makika Crater,196,data/by_hand/claire_data/dataset_1.5.shp,2,"Terrestrial/Volcanic, confirmed with Google Earth",NA,NA,NA
10251,15511,42.861000000000004,-85.2115,Morrison Lake,134.5,Geographic matching,2,NA,950.5,1846,4
10252,15512,47.2291,-95.28831500000001,Myrtle Lake,4.8,Geographic matching,2,NA,NA,NA,NA
10253,15513,41.881,-101.36500000000001,Nebraska Sand Hills,NA,NA,NA,NA,-999,-999,1
10254,15514,40.85622,-81.48021,Nobles Pond,3.75,Neotoma,2,NA,NA,NA,NA
10255,15524,30.0045,-84.4625,Ochlockonee River Estuary,74.00732500000001,Geographic matching,2,NA,NA,NA,NA
10256,15525,39.184,-84.50385,Rack Sand,NA,NA,NA,NA,NA,NA,NA
10263,15879,42.736902,-118.647249,Fish Lake,6.5,Neotoma,2,NA,NA,NA,NA
10277,15580,44.51785,-116.15215,Van Wyck,306,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, confirmed with Doerner and Carrara, 1999",2896.25,5620,5
10279,15586,44.9253,-116.0483,McCall Fen,17.6,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed fen location: Doerner and Carrara 2001,2339.285714285714,4250,8
10280,15588,43.02469,-77.57376,Devil's Bathtub,0.7,Neotoma,2,NA,1042.2222222222222,1730,11
10281,15589,39.3,-84.6095,Richardson Marsh,41,data/by_hand/claire_data/dataset_1.5.shp,2,Confirmed with greatparks.org,NA,NA,NA
10282,15591,33.77433,-116.66602,Skunk Cabbage Meadow,225,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed with Wahl, 2002",1490,3170,5
10283,15592,41.8505,-87.345,Southern Lake Michigan,5784291.830007,Geographic matching,2,NA,NA,NA,NA
10284,15594,33.76857,-116.66361,Taquitz Meadow,19,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with Google Earth, changed area",1011.25,2080,9
10285,15595,47.221000000000004,-101.34899999999999,Tipi Ring Site (32OL270),NA,NA,NA,NA,NA,NA,NA
10287,15598,42.251999999999995,-78.878,Allenberg Bog,158,Neotoma,2,NA,NA,NA,NA
10288,15600,60.752055,-150.516965,Arrow Lake,10.5,Neotoma,2,NA,NA,NA,NA
10298,15627,60.716494999999995,-150.53300000000002,Portage Lake,11.6,Neotoma,2,NA,1680,4181,6
10299,15628,41.98435,-111.33339,Bear Lake,28331.45035,Geographic matching,2,NA,NA,NA,NA
10304,15637,25.704500000000003,-80.873,Big Cypress (core 03-9-16-3),239553.71323300002,Geographic matching,2,NA,151.5,210,3
10305,15639,25.695,-80.87,Big Cypress (core 03-9-16-6),239553.71323300002,Geographic matching,2,NA,151.5,210,3
10306,15641,32.554915,-95.16323,Big Sandy Creek,NA,NA,NA,NA,1073.3333333333333,1840,4
10309,15646,41.346515,-122.55987,Bluff Lake,1.3,Geographic matching,2,NA,1449.375,2285,10
10311,15650,43.12034,-109.987135,Dew Lake,NA,NA,NA,NA,NA,NA,NA
10316,15660,46.520515,-86.35387,Buck Lake,614.1,Geographic matching,2,NA,1338.8333333333333,2860,7
10325,15680,39.05359,-120.386415,Bunker Lake,3.2,Geographic matching,2,NA,2805.5,5662,5
10326,15696,31.50844,-92.13152,Catahoula Lake (core CLR3),6688.284422,Geographic matching,2,NA,906,2504,5
10326,15685,31.50844,-92.13152,Catahoula Lake (core CLR3),6688.284422,Geographic matching,2,NA,NA,NA,NA
10326,15684,31.50844,-92.13152,Catahoula Lake (core CLR3),6688.284422,Geographic matching,2,NA,3844,3844,2
10332,21393,42.558499999999995,-118.9265,Catlow Rim,NA,NA,NA,NA,-999,-999,1
10332,21396,42.558499999999995,-118.9265,Catlow Rim,NA,NA,NA,NA,-999,-999,1
10337,15707,39.4105,-118.604,Hidden Cave,NA,NA,NA,NA,NA,NA,NA
10341,15715,42.558,-120.775,Dead Horse Lake,15,Neotoma,2,NA,1994,6784,7
10345,15724,64.42099999999999,-149.897625,Dune Lake,12,Neotoma,2,NA,614.0625,6045,17
10346,15726,67.08225,-158.14735,Onion Portage,NA,NA,NA,NA,NA,NA,NA
10346,15725,67.08225,-158.14735,Onion Portage,NA,NA,NA,NA,NA,NA,NA
10346,15727,67.08225,-158.14735,Onion Portage,NA,NA,NA,NA,NA,NA,NA
10348,15732,44.351135,-75.87042,Goose Bay Marsh,177,Neotoma,2,NA,870.2,1820,11
10349,15734,39.700855000000004,-120.66468499999999,Grassy Lake,4.3999999999999995,Geographic matching,2,NA,2480.6,6773,6
10352,15740,46.3073,-91.19829,Hemlock Lake,2.3,Geographic matching,2,NA,-872.5,7415,4
10357,15750,30.260064999999997,-87.66485,Lake Shelby,231,Geographic matching,2,NA,538.7142857142857,2231,8
10359,15757,25.768,-171.7328,Laysan Island Lake,88,Neotoma,2,NA,3615.5,5774,4
10360,15759,40.015,-118.47,Leonard Rockshelter,NA,NA,NA,NA,NA,NA,NA
10360,15758,40.015,-118.47,Leonard Rockshelter,NA,NA,NA,NA,NA,NA,NA
10361,15762,41.976925,-120.210015,Lily Lake,2.3,Geographic matching,2,NA,755.8181818181819,7681,12
10362,15764,42.417875,-72.34693,Lily Pond,2.3,Geographic matching,2,NA,328.8,1065,11
10363,15766,36.98229,-118.99407,Lilypad Lake,2.9,Neotoma,2,NA,3054,8510,6
10364,15768,45.824085,-123.5793,Lost Lake,6,Neotoma,2,NA,1288.3333333333333,2672,7
10368,15776,39.4604,-120.64864,McMurray Lake,4.7,Geographic matching,2,NA,3142.25,7666,5
10369,15778,38.007949999999994,-119.0255,Mono Lake,15000,Neotoma,2,NA,720.0666666666667,7655,16
10385,15811,63.052,-147.39172,Nutella Lake,2,Neotoma,2,NA,1359.2,2020,6
10386,15814,63.05455,-147.42066,Swampbuggy Lake,14,Neotoma,2,NA,602.6,1120,11
10389,15820,42.5625,-72.18,Prospect Hill II,228,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, confirmed with McLachlan et al. 2000",132.5,184,3
10390,15821,42.5625,-72.18,Prospect Hill VII,307,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, confirmed with McLachlan et al. 2000",132.5,184,3
10392,15825,30.391,-88.5855,Pascagoula Marsh,4650,Neotoma,2,NA,850.8,1534,6
10393,15827,60.453649999999996,-150.2538,Rock Lake,3,Neotoma,2,NA,1025,1025,2
10395,15831,32.572,-83.0795,Sandy Run Creek,NA,NA,NA,NA,3167.125,10110,9
10399,15855,47.078,-113.83500000000001,Sheep Mountain Bog,NA,NA,NA,NA,NA,NA,NA
10400,15857,42.507999999999996,-72.17750000000001,Slab City,25,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial/forested, confirmed with McLachlan 2000",132.5,184,3
10400,15856,42.507999999999996,-72.17750000000001,Slab City,25,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial/forested, confirmed with McLachlan 2000",132.5,184,3
10405,15864,28.04246,-97.171305,Swan Lake,76,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",1538.5,3690,5
10410,15876,36.052,-119.78,Tulare Lake,220000,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Point in right place, lake dried.  Area is reported maximum.",2133.6923076923076,8260,14
10411,15878,44.021950000000004,-121.5425,Tumalo Lake,7,Neotoma,2,NA,1354,3497,9
10412,15882,46.11935,-92.03985,Warner Lake,9.3,Geographic matching,2,NA,-108,800,6
10413,15886,42.234015,-88.357005,Crystal Lake,93.10000000000001,Geographic matching,2,NA,367.81081081081084,1220,38
10414,15889,30.41041,-87.83389,Weeks Bay,1500,Neotoma,2,NA,NA,NA,NA
10414,15888,30.41041,-87.83389,Weeks Bay,1500,Neotoma,2,NA,NA,NA,NA
10415,15892,40.999669999999995,-74.91347,White Lake,26,Neotoma,2,NA,491.6666666666667,7590,7
10416,15893,46.7273,-118.15832,Wildcat Lake,65,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",NA,NA,NA
10417,15894,42.629125,-118.588595,Wildhorse Lake,293,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",NA,NA,NA
10422,15904,43.04099,-78.39924500000001,Divers Lake,3,Neotoma,2,NA,1141.4444444444443,2180,12
10424,15909,42.94975,-73.85325,Ballston Lake,65,Neotoma,2,NA,1841.5,4120,7
10427,15914,46.224985000000004,-89.17057,Allen Lake,13.3,Neotoma,2,NA,NA,NA,NA
10428,15916,46.24378,-89.2758,Kerr Lake,3.2,Geographic matching,2,NA,-7564,-7564,2
10429,20695,46.24525,-89.29409,Crooked Lake,251.9,Geographic matching,2,NA,8.266666666666667,24,16
10429,15919,46.24525,-89.29409,Crooked Lake,251.9,Geographic matching,2,NA,2090,3645,6
10429,20697,46.24525,-89.29409,Crooked Lake,251.9,Geographic matching,2,NA,-0.07692307692307693,24,14
10430,15922,46.234350000000006,-89.28155000000001,Jay Lake,2.5,Geographic matching,2,NA,1411.6666666666667,2910,8
10431,15925,46.140435,-89.2553,Lake O' Pines,4,Geographic matching,2,NA,2148,3430,7
10433,15931,42.56705,-72.51079999999999,Green Pond,6,Geographic matching,2,NA,104.6,870,6
10433,40861,42.56705,-72.51079999999999,Green Pond,6,Geographic matching,2,NA,1580.5714285714287,3905,8
10434,15933,42.68839,-72.337185,Lily Warwick,0.8,Geographic matching,2,NA,250,250,7
10435,15935,42.524435,-71.60848,Little Mirror Lake,2.6,Geographic matching,2,NA,250,250,4
10436,15939,25.3527777777778,-81.1144444444444,SRM-1,37.7,Geographic matching,2,NA,607.2727272727273,1740,12
10437,15942,42.654849999999996,-72.53318999999999,Otter Pond,1.9,Geographic matching,2,NA,411.3333333333333,520,5
10438,15944,42.600775,-72.22854,Silver Lake,4.2,Geographic matching,2,NA,301.6666666666667,535,4
10446,15962,47.69035,-96.2311,Bakken Lake,8.3,Geographic matching,2,NA,NA,NA,NA
10447,15963,47.669650000000004,-96.18299999999999,Chicog Lake,5.1,Geographic matching,2,NA,NA,NA,NA
10448,15965,47.683165,-96.20294,Qually Pond,9,Geographic matching,2,NA,11752,11752,2
10449,15967,34.778864999999996,-111.517775,Stoneman Lake,53.7,Geographic matching,2,NA,1213.142857142857,2510,8
10450,15970,62.559145,-153.64882,Farewell Lake,400,Neotoma,2,NA,810,4270,13
10453,15976,59.79623,-158.53995,Grandfather Lake,35,Neotoma,2,NA,1613.75,3150,9
10455,15980,59.56781,-159.357975,Ongivinuk Lake,150,Neotoma,2,NA,3780,4370,4
10457,15999,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,NA,NA,NA
10457,16002,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,-999,-999,2
10457,15989,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,165,280,4
10457,15998,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,-999,-999,2
10457,16003,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,NA,NA,NA
10457,15992,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,-999,-999,2
10457,15995,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,NA,NA,NA
10457,15985,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,1200,1200,3
10457,15986,47.19285,-95.2339,Itasca Bison Kill Site,NA,NA,NA,NA,NA,NA,NA
10461,16009,34.66359,-85.40132,Pigeon Marsh,36,data/by_hand/claire_data/dataset_1.5.shp,2,"Bog, Confirmed site and area with Watts 1975",-3908,11380,6
10463,16012,40.356300000000005,-82.46925,Torren's Bog,NA,NA,NA,NA,1301.875,3000,9
10464,16014,39.019645,-122.76535,Clear Lake,16018.429252999998,Geographic matching,2,NA,NA,NA,NA
10465,16016,40.572,-120.26505,Secret Valley Marsh,125.9,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site with Google Earth, changed area",1976.75,2450,5
10469,16046,38.590035,-123.30498,Lower Lake,0.2,Geographic matching,2,NA,89.5,109,3
10473,16054,40.411500000000004,-121.38993500000001,Little Willow Lake,7.000000000000001,Geographic matching,2,NA,2692,4780,6
10476,16061,41.20728,-122.4971,Cedar Lake,3.1,Geographic matching,2,NA,3405,4460,4
10477,16063,36.82535,-121.76415,Elkhorn Slough,NA,NA,NA,NA,1393.75,3470,5
10478,16065,40.661699999999996,-123.6691,CA-HUM-558 (Pilot Ridge),NA,NA,NA,NA,2315,2670,3
10480,16069,38.850205,-123.015195,Preston Lake,1.5,Geographic matching,2,NA,1338,1338,2
10481,16071,38.9375,-120.05969999999999,Taylor Marsh,250,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",1891,1891,2
10482,16073,39.489633333333344,-123.03548,Tule Lake,0.8999999999999999,Geographic matching,2,NA,3224.5,3400,3
10483,16075,41.64960000000001,-122.16714999999999,Grass Lake,342.5,Geographic matching,2,NA,-2356.6666666666665,15340,21
10500,16111,43.06619,-111.43795,Grays Lake,8812.981682,Geographic matching,2,NA,3437.8571428571427,16600,15
10500,16113,43.06619,-111.43795,Grays Lake,8812.981682,Geographic matching,2,NA,3943.3333333333335,6440,4
10501,16115,32.931121111111096,-117.25287,Los Penasquitos Lagoon,131.07466000000002,Geographic matching,2,NA,332.27272727272725,2355,12
10506,16129,42.78895,-88.8432,Lima Bog,210,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Site description: bog, estimated area 1.5x1.4",2042,4005,6
10507,16131,41.7847,-115.48365,Mission Cross Bog,8,Neotoma,2,NA,1166.4285714285713,2430,8
10507,21844,41.7847,-115.48365,Mission Cross Bog,8,Neotoma,2,NA,498.375,970,9
10507,41036,41.7847,-115.48365,Mission Cross Bog,8,Neotoma,2,NA,-344.1666666666667,1980,7
10508,16133,41.13395,-115.50489999999999,Ruby Marsh,11222.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed Marsh, Changed area",2323,6020,11
10509,16137,35.5166666666667,-116.633333333333,Awl Site midden,NA,NA,NA,NA,-999,-999,1
10509,16135,35.5166666666667,-116.633333333333,Awl Site midden,NA,NA,NA,NA,-999,-999,1
10509,16139,35.5166666666667,-116.633333333333,Awl Site midden,NA,NA,NA,NA,-999,-999,1
10509,16141,35.5166666666667,-116.633333333333,Awl Site midden,NA,NA,NA,NA,-999,-999,1
10510,16149,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10510,16155,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10510,16153,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10510,16143,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10510,16147,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10510,16151,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10510,16145,35.35,-116.733333333333,Nelson Basin midden,NA,NA,NA,NA,-999,-999,1
10512,16161,35.4333333333333,-116.566666666667,No Name East midden,NA,NA,NA,NA,-999,-999,1
10512,16163,35.4333333333333,-116.566666666667,No Name East midden,NA,NA,NA,NA,-999,-999,1
10512,16159,35.4333333333333,-116.566666666667,No Name East midden,NA,NA,NA,NA,-999,-999,1
10513,16165,35.4333333333333,-116.566666666667,No Name West midden,NA,NA,NA,NA,-999,-999,1
10513,16171,35.4333333333333,-116.566666666667,No Name West midden,NA,NA,NA,NA,-999,-999,1
10513,16167,35.4333333333333,-116.566666666667,No Name West midden,NA,NA,NA,NA,-999,-999,1
10513,16169,35.4333333333333,-116.566666666667,No Name West midden,NA,NA,NA,NA,-999,-999,1
10514,16173,33.67965,-116.9944,Diamond Valley,1643.402348,Geographic matching,2,NA,290,290,2
10515,16175,41.40935,-74.551335,Binnewater Pond,77,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",3272.8571428571427,9660,8
10516,16177,41.78575,-73.90115,Hyde Park,2.6,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site, changed area",6660,12524,3
10517,16179,41.47025,-74.5244,Otisville,7.9,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site from pub., changed area",3585,11680,5
10518,16181,41.33395,-74.43065,Pawelski Farm,NA,NA,NA,NA,484,1871,4
10519,16184,38.07347222222225,-122.1930555555555,Benicia State Park,80.9,Geographic matching,2,NA,222.33333333333334,905,7
10520,16186,38.0075,-122.49333333333351,China Camp,53,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,Confirmed site and area with pub (Malamud-Roam et al. 2004),579.8333333333334,1610,7
10522,16197,37.78826,-122.470765,Mountain Lake,1.5,Geographic matching,2,NA,257,800,8
10531,16222,37.846819999999994,-107.23536,Black Mountain Lake,3.1,Geographic matching,2,NA,865.7931034482758,8000,30
10532,16224,40.277895,-105.66917000000001,Sky Pond,4.1000000000000005,Geographic matching,2,NA,2014.6666666666667,4048,7
10537,16236,68.65421,-149.68123500000002,Red Green Lake,2,Neotoma,2,NA,1121,4006,8
10538,16238,68.49879999999999,-157.0301,Tukuto Lake,300,Neotoma,2,NA,3045.6,9860,11
10539,16241,68.63144444444444,-149.416925,Upper Capsule Lake,36,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with pub (Oswald et al, 2003), changed area",1093,5540,10
10540,16242,38.65805,-90.0615,Cahokia Mounds (Borrow Pit 5-3),5,Neotoma,2,NA,NA,NA,NA
10541,16244,38.65805,-90.0615,Cahokia Mounds (Borrow Pit 5-1),12,Neotoma,2,NA,NA,NA,NA
10541,16243,38.65805,-90.0615,Cahokia Mounds (Borrow Pit 5-1),12,Neotoma,2,NA,NA,NA,NA
10542,16247,38.420100000000005,-90.15041,Gilmore Lakes,20,Neotoma,2,NA,NA,NA,NA
10542,16245,38.420100000000005,-90.15041,Gilmore Lakes,20,Neotoma,2,NA,NA,NA,NA
10542,16246,38.420100000000005,-90.15041,Gilmore Lakes,20,Neotoma,2,NA,NA,NA,NA
10542,16248,38.420100000000005,-90.15041,Gilmore Lakes,20,Neotoma,2,NA,NA,NA,NA
10543,16255,38.70616,-90.01835,McDonough Lake,24.6,Geographic matching,2,NA,NA,NA,NA
11560,17296,42.321290000000005,-113.64955,Lake Cleveland,9.700000000000001,Geographic matching,2,NA,2545.8,3529,6
11561,17300,43.558099999999996,-112.6283,Rattlesnake Cave,NA,NA,NA,NA,1665.8,7656,6
11563,17304,45.519575,-89.55507,Capitola Lake,1.9,Geographic matching,2,NA,1012.5,2350,6
11571,17320,58.77229444444445,-155.94509499999998,Idavain Lake,55,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",741.8181818181819,4270,13
11572,17322,60.626009999999994,-154.303475,Snipe Lake,22,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",1195.7142857142858,3760,9
11573,17324,68.66619,-149.358787222222,Imnavait Creek,210,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,2,Confirmed site and area with publication (Eisner 1991),2020,3980,6
11574,17326,70.29222222222225,-151.1668055555555,Oil Lake,45,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",3230,12620,7
11575,17328,66.029335,-147.55331,Sands of Time Lake,240,Neotoma,2,NA,2200,4440,11
11579,17338,66.12398999999999,-151.391555,Sithylemenkat Lake,287,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed site with Google Earth",2922.5,3540,6
11580,17340,63.6672222222222,-171.5479166666665,St. Lawrence Section 2,87,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with publication, peat exposure",886.6666666666666,2820,7
11583,17345,66.36669,-164.05399999999997,North Killeak Lake,309,data/by_hand/claire_data/dataset_1.5.shp,2,Confirmed with Google Earth,5190,7140,4
11584,17347,63.6738888888889,-171.5819444444445,St. Lawrence Island Section 3,87,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with pub (Lozhkin et al, 1998), Peat Exposure",1542,4175,8
11585,17352,63.6589,-148.80525,Windmill Lake,2,Neotoma,2,NA,1412.2222222222222,2920,10
11586,17354,64.36008000000001,-147.368165,Blair Lakes,NA,NA,NA,NA,3558.3333333333335,6545,4
11587,17355,59.80086,-151.1592,Circle Lake,42,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",3685,3685,2
11588,17357,60.223929999999996,-151.362935,Clam Gulch,208,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",3827.5,5765,3
11589,17359,63.888645,-149.2518,Eightmile Lake,267,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",3398.75,4950,5
11590,17361,62.71064,-144.197185,Grizzly Lake,11,Neotoma,2,NA,6250,6250,2
11591,17363,35.1666177777778,-83.0251069444444,Panthertown Creek Bog,98,data/by_hand/claire_data/dataset_1.5.shp,2,"Bog, confirmed with Martin, 2014",-2355.5,2600,3
11595,17373,60.483445,-151.262085,Kalifonsky Beach,NA,NA,NA,NA,10585,10585,2
11596,17375,59.6339,-151.5119,Homer Beach,NA,NA,NA,NA,5917.5,7610,3
